stripe_customer_id,user_id,email,country,created_at,delinquent,currency,default_payment_method
cus_8304096a22d84f,usr_00137,tyler.mitchell67@digital.com,United States,2024-01-19,False,usd,card
cus_504a5ab656e945,usr_00139,eric.garcia51@yahoo.com,United States,2024-01-20,False,usd,bank_transfer
cus_e99f2f5dd6d347,usr_00140,natalie.patel99@gmail.com,United Kingdom,2024-01-20,False,usd,bank_transfer
cus_cde9f4e9a6b54d,usr_00144,nathan.patel35@works.io,Italy,2024-01-20,False,usd,card
cus_6c35e6acd1db42,usr_00146,jackson.wang62@startup.ai,United States,2024-01-21,False,usd,card
cus_556c1628cb8e4b,usr_00147,logan.allen34@ventures.co,United States,2024-01-21,True,usd,card
cus_99878c1e997642,usr_00148,james.chen37@startup.ai,United States,2024-01-21,False,usd,bank_transfer
cus_dbd62cc1b3a849,usr_00149,james.kumar99@gmail.com,France,2024-01-21,True,usd,card
cus_9c75bf22147149,usr_00153,ryan.martin89@digital.com,Italy,2024-01-21,False,usd,card
cus_dc9151c1625b4d,usr_00154,ryan.wang25@ventures.co,United States,2024-01-21,False,usd,bank_transfer
cus_fd117efa131444,usr_00155,barbara.young80@labs.dev,United States,2024-01-21,False,usd,bank_transfer
cus_4bc5441f1bc841,usr_00158,mary.harris2@yahoo.com,United States,2024-01-21,True,usd,card
cus_fe27ddc682b04f,usr_00161,thomas.adams61@works.io,United States,2024-01-22,False,usd,card
cus_7b9109d658cb40,usr_00166,karen.jackson86@gmail.com,United States,2024-01-23,False,usd,card
cus_a3029e1e217043,usr_00170,david.kumar44@digital.com,United States,2024-01-23,False,usd,bank_transfer
cus_e6bc50a1c20d4d,usr_00176,nathan.reyes68@outlook.com,Germany,2024-01-24,False,usd,card
cus_b095f17c939b41,usr_00177,karen.thompson1@labs.dev,France,2024-01-24,False,usd,card
cus_ef31675ed8384d,usr_00180,elijah.young83@ventures.co,United States,2024-01-24,False,usd,bank_transfer
cus_efb56d49b1a545,usr_00182,lucas.jackson74@gmail.com,United States,2024-01-25,False,usd,bank_transfer
cus_7014ed15c5c142,usr_00184,jessica.reyes27@gmail.com,United States,2024-01-25,False,usd,card
cus_b9de05b57bb34c,usr_00185,logan.brown96@works.io,United States,2024-01-25,False,usd,bank_transfer
cus_e814ece8b4ae44,usr_00186,patricia.flores6@works.io,United States,2024-01-25,False,usd,card
cus_5570359e250848,usr_00187,jennifer.white93@outlook.com,United Kingdom,2024-01-25,True,usd,card
cus_36c058499b454f,usr_00189,ryan.thomas54@works.io,Spain,2024-01-25,False,usd,bank_transfer
cus_aadbd13a00b742,usr_00192,lily.king53@startup.ai,France,2024-01-25,False,usd,bank_transfer
cus_efc7e019c88d49,usr_00193,emma.reyes70@digital.com,United States,2024-01-26,False,usd,card
cus_092d7022a2044d,usr_00194,justin.lee58@startup.ai,United States,2024-01-26,False,usd,card
cus_1dfc1a5f8dd349,usr_00196,tyler.allen29@techcorp.com,United States,2024-01-26,False,usd,bank_transfer
cus_aff5d66536ac4c,usr_00197,mary.moore74@works.io,Sweden,2024-01-26,False,usd,bank_transfer
cus_edfd8715e41a4e,usr_00202,eric.kim8@outlook.com,United States,2024-01-26,True,usd,bank_transfer
cus_1cd16b72808648,usr_00203,tyler.carter99@outlook.com,United States,2024-01-26,False,usd,card
cus_734e42c131184e,usr_00204,hannah.reyes7@ventures.co,United States,2024-01-27,False,usd,bank_transfer
cus_6472e49f75ac4e,usr_00205,john.king42@yahoo.com,Sweden,2024-01-27,False,usd,bank_transfer
cus_62c7ac7c50f748,usr_00207,jackson.garcia38@ventures.co,United States,2024-01-27,False,usd,card
cus_56f0844c35bd47,usr_00209,robert.adams98@yahoo.com,Netherlands,2024-01-28,False,usd,card
cus_50853c3ae05f41,usr_00211,jackson.martin35@outlook.com,United States,2024-01-28,False,usd,bank_transfer
cus_db94517203e140,usr_00214,james.allen79@startup.ai,United States,2024-01-29,False,usd,card
cus_321180c0b4484b,usr_00216,justin.garcia32@gmail.com,United States,2024-01-29,False,usd,bank_transfer
cus_814473f492bf42,usr_00218,mia.johnson95@company.io,United States,2024-01-29,False,usd,bank_transfer
cus_8733de6dfd704b,usr_00228,charles.martin81@gmail.com,France,2024-01-30,False,usd,card
cus_ffb14001d4e941,usr_00231,abigail.harris74@company.io,United States,2024-01-31,False,usd,bank_transfer
cus_17f1e725e11741,usr_00233,ryan.wilson18@company.io,Singapore,2024-01-31,False,usd,bank_transfer
cus_bb79da9f969c44,usr_00237,mason.nelson96@labs.dev,United States,2024-01-31,True,usd,bank_transfer
cus_3900d679c0ff4d,usr_00238,richard.miller4@yahoo.com,United States,2024-01-31,False,usd,bank_transfer
cus_53a179d2e7da45,usr_00241,charlotte.reyes24@startup.ai,Spain,2024-01-31,True,usd,card
cus_423da9eb952143,usr_00244,robert.thomas63@digital.com,Italy,2024-02-01,False,usd,card
cus_9a9a77d031c14b,usr_00245,tyler.martin6@ventures.co,United States,2024-02-01,True,usd,card
cus_4fa8091ebea940,usr_00247,aiden.chen14@works.io,United States,2024-02-01,False,usd,bank_transfer
cus_78b35a453f9b42,usr_00248,chloe.williams69@works.io,United States,2024-02-01,False,usd,bank_transfer
cus_a828ab94496e42,usr_00252,jackson.davis90@digital.com,United States,2024-02-02,False,usd,card
cus_95af3959c97f43,usr_00253,ava.nelson4@labs.dev,United States,2024-02-02,False,usd,bank_transfer
cus_2cb62af9cdd14f,usr_00255,eric.davis91@outlook.com,United States,2024-02-02,False,usd,card
cus_3cda02c0b46f48,usr_00260,james.flores59@gmail.com,United States,2024-02-03,False,usd,bank_transfer
cus_b471099237bd48,usr_00262,sophia.nelson77@digital.com,United Kingdom,2024-02-03,False,usd,card
cus_39653e8d456643,usr_00265,natalie.garcia54@outlook.com,United States,2024-02-04,False,usd,card
cus_a224235760544d,usr_00269,william.davis68@startup.ai,United States,2024-02-04,False,usd,bank_transfer
cus_4e57f5dd0c934a,usr_00274,karen.jackson4@outlook.com,United States,2024-02-05,False,usd,bank_transfer
cus_d9f01a30e1e24a,usr_00279,harper.flores25@yahoo.com,United States,2024-02-05,False,usd,card
cus_ae82619c59dc42,usr_00281,barbara.roberts53@labs.dev,France,2024-02-05,True,usd,card
cus_4abdd008f4a74f,usr_00284,liam.baker74@yahoo.com,Italy,2024-02-05,False,usd,card
cus_b29b0dd007db43,usr_00286,mason.garcia58@startup.ai,Germany,2024-02-05,False,usd,bank_transfer
cus_10e4975c4fe545,usr_00287,jackson.allen48@outlook.com,United States,2024-02-05,False,usd,card
cus_be6e093be92644,usr_00290,adam.chen93@company.io,United States,2024-02-05,False,usd,bank_transfer
cus_ad5003e26cf342,usr_00295,liam.mitchell20@techcorp.com,United States,2024-02-07,False,usd,card
cus_5e8009c4ca0647,usr_00298,joseph.anderson79@techcorp.com,United States,2024-02-07,False,usd,card
cus_6b88261478e143,usr_00301,elijah.nguyen40@startup.ai,Sweden,2024-02-07,False,usd,bank_transfer
cus_e821a93190964c,usr_00303,michael.roberts61@labs.dev,United States,2024-02-07,False,usd,bank_transfer
cus_a6c6fee477bc45,usr_00304,william.flores51@startup.ai,United States,2024-02-08,False,usd,bank_transfer
cus_0be7ee2b1cc94b,usr_00309,amelia.roberts53@digital.com,United States,2024-02-08,False,usd,card
cus_e2bdb9b0d70747,usr_00310,joseph.lee50@labs.dev,United States,2024-02-08,False,usd,card
cus_327a0f6d268b45,usr_00312,brian.martin95@outlook.com,United States,2024-02-09,False,usd,bank_transfer
cus_bd39b2e11baf4e,usr_00313,michael.nguyen72@startup.ai,Brazil,2024-02-09,True,usd,card
cus_a8f09f6f70634b,usr_00314,elizabeth.allen77@outlook.com,United States,2024-02-09,False,usd,card
cus_eb7abab4483d49,usr_00318,richard.white73@techcorp.com,United States,2024-02-09,False,usd,card
cus_a32a7f6e545f4b,usr_00324,aiden.baker20@ventures.co,United States,2024-02-09,False,usd,card
cus_b49692aa277f40,usr_00335,jackson.patel54@startup.ai,UAE,2024-02-10,False,usd,card
cus_71c0e981e2024a,usr_00336,charles.anderson96@digital.com,United States,2024-02-10,False,usd,bank_transfer
cus_b09cddcea5ff45,usr_00339,jackson.jones17@techcorp.com,United States,2024-02-11,False,usd,bank_transfer
cus_fa9267af0dec4c,usr_00341,eric.taylor34@yahoo.com,France,2024-02-11,False,usd,card
cus_222c3676ee7f4e,usr_00342,david.chen11@startup.ai,United States,2024-02-11,False,usd,bank_transfer
cus_97047605482342,usr_00345,thomas.davis60@yahoo.com,United States,2024-02-12,False,usd,bank_transfer
cus_9494d2d461a241,usr_00350,brandon.miller51@digital.com,United States,2024-02-12,False,usd,card
cus_b050101ddb1246,usr_00351,eric.martin44@works.io,Canada,2024-02-12,False,usd,card
cus_11b5300e4e4049,usr_00352,mary.smith53@gmail.com,United States,2024-02-12,False,usd,bank_transfer
cus_b09edd2ebb3b4b,usr_00358,ryan.roberts89@ventures.co,United States,2024-02-13,False,usd,bank_transfer
cus_e571d27805e249,usr_00359,elizabeth.jones49@gmail.com,United States,2024-02-13,False,usd,card
cus_f852ce9d2b0542,usr_00361,elijah.adams14@labs.dev,United States,2024-02-13,False,usd,card
cus_5976d713fcdc4d,usr_00364,eric.thompson20@labs.dev,United Kingdom,2024-02-14,False,usd,bank_transfer
cus_d06207f23c7d47,usr_00366,oliver.smith62@labs.dev,Spain,2024-02-14,False,usd,card
cus_0fe9ab7a1d6240,usr_00367,victoria.jones50@gmail.com,Germany,2024-02-14,False,usd,card
cus_e3787f8df1264a,usr_00369,ryan.garcia44@works.io,United States,2024-02-14,False,usd,bank_transfer
cus_e2000208159b4a,usr_00374,amelia.mitchell44@gmail.com,United States,2024-02-15,False,usd,bank_transfer
cus_4d6fd529d0b047,usr_00376,kevin.wang30@digital.com,United States,2024-02-15,False,usd,card
cus_b0fafd85bdc043,usr_00379,chloe.miller76@yahoo.com,Sweden,2024-02-15,False,usd,card
cus_a3aa75e8405a46,usr_00385,grace.flores3@yahoo.com,United States,2024-02-16,False,usd,bank_transfer
cus_a39204678f1e4f,usr_00388,logan.nelson79@yahoo.com,United States,2024-02-16,False,usd,bank_transfer
cus_8703bbb7be5144,usr_00390,amelia.martin68@outlook.com,United States,2024-02-16,False,usd,card
cus_90a9f24f73814f,usr_00393,david.anderson83@gmail.com,United States,2024-02-17,False,usd,bank_transfer
cus_3ce0875cc4ee40,usr_00395,michael.brown4@yahoo.com,Germany,2024-02-17,False,usd,card
cus_36447d4a41a24d,usr_00400,elizabeth.baker59@yahoo.com,United States,2024-02-17,False,usd,card
cus_651f624be8a247,usr_00402,harper.brown15@yahoo.com,United States,2024-02-17,False,usd,bank_transfer
cus_a4d19ebe90de49,usr_00403,mason.anderson38@company.io,United States,2024-02-18,False,usd,bank_transfer
cus_4c711edc64f047,usr_00406,sarah.smith32@company.io,United States,2024-02-18,False,usd,bank_transfer
cus_872265f15c0745,usr_00407,oliver.harris1@digital.com,Canada,2024-02-18,False,usd,bank_transfer
cus_24a79207690846,usr_00411,ryan.garcia86@labs.dev,United States,2024-02-19,False,usd,bank_transfer
cus_8aeddb9d503244,usr_00413,elizabeth.green81@gmail.com,Spain,2024-02-19,False,usd,bank_transfer
cus_27a7ef87327e4c,usr_00423,adam.wang80@labs.dev,United States,2024-02-20,False,usd,card
cus_6cdf43fc082943,usr_00427,mason.wang45@labs.dev,United States,2024-02-21,False,usd,bank_transfer
cus_583e418fba8f4a,usr_00429,adam.chen75@ventures.co,United States,2024-02-21,False,usd,card
cus_873b76a1c14141,usr_00430,ryan.king71@works.io,Sweden,2024-02-21,False,usd,bank_transfer
cus_bd8e6997468b4b,usr_00431,charles.kim22@techcorp.com,United States,2024-02-21,False,usd,bank_transfer
cus_31e339669f8e44,usr_00433,logan.anderson37@works.io,Canada,2024-02-22,False,usd,bank_transfer
cus_f277652144c947,usr_00436,emily.williams19@startup.ai,United States,2024-02-22,False,usd,bank_transfer
cus_d665adc37ebf48,usr_00438,ella.taylor1@yahoo.com,France,2024-02-22,False,usd,bank_transfer
cus_eb7410645dee41,usr_00440,eric.mitchell94@outlook.com,United States,2024-02-22,False,usd,bank_transfer
cus_adbdd84abd774d,usr_00444,aiden.mitchell51@works.io,United States,2024-02-23,False,usd,card
cus_8f2748d99a5248,usr_00448,lily.mitchell37@labs.dev,United States,2024-02-23,False,usd,bank_transfer
cus_ceb1b98e84d04e,usr_00455,charles.patel54@techcorp.com,United States,2024-02-23,False,usd,card
cus_7764e4c5176640,usr_00459,oliver.johnson75@yahoo.com,United States,2024-02-24,False,usd,card
cus_03c3f56b947d46,usr_00460,liam.roberts21@startup.ai,United States,2024-02-24,False,usd,bank_transfer
cus_41d82a4ae07f4f,usr_00461,noah.nelson38@gmail.com,United States,2024-02-25,False,usd,bank_transfer
cus_4c5223d1319144,usr_00467,adam.jackson69@works.io,Sweden,2024-02-25,False,usd,bank_transfer
cus_0137d131c38f43,usr_00468,ella.davis10@labs.dev,United States,2024-02-25,False,usd,bank_transfer
cus_b6d19581722d4d,usr_00469,aaron.johnson89@techcorp.com,France,2024-02-25,False,usd,card
cus_a881b996b30249,usr_00471,eric.davis89@yahoo.com,United States,2024-02-26,False,usd,card
cus_7a23b0d6c39a4a,usr_00474,linda.williams61@gmail.com,Sweden,2024-02-26,False,usd,bank_transfer
cus_d720238d786f4e,usr_00478,nathan.singh73@works.io,Canada,2024-02-27,False,usd,bank_transfer
cus_d3b6dc503f1a4a,usr_00479,chloe.nguyen28@works.io,United States,2024-02-27,False,usd,card
cus_3dfc9de6b15d43,usr_00481,lucas.green87@labs.dev,Canada,2024-02-27,False,usd,bank_transfer
cus_3a76e6bbff244a,usr_00484,justin.green93@works.io,United States,2024-02-27,False,usd,card
cus_547118f1047047,usr_00485,liam.kumar37@ventures.co,United States,2024-02-27,False,usd,bank_transfer
cus_deca708b179342,usr_00486,madison.allen53@works.io,Germany,2024-02-27,False,usd,bank_transfer
cus_deacf34deae347,usr_00488,lucas.miller67@labs.dev,United States,2024-02-27,False,usd,bank_transfer
cus_6eaa9cb9c6fb47,usr_00489,barbara.adams14@digital.com,United States,2024-02-27,False,usd,bank_transfer
cus_addafd4050774c,usr_00490,susan.wright52@digital.com,United States,2024-02-27,False,usd,bank_transfer
cus_00aaf0d63af443,usr_00492,ethan.scott52@digital.com,Spain,2024-02-28,False,usd,bank_transfer
cus_b76059ed9ad34f,usr_00498,jackson.thompson70@works.io,France,2024-02-28,True,usd,card
cus_6d5375275e3a48,usr_00500,sophia.williams72@yahoo.com,United States,2024-02-28,False,usd,card
cus_16b3b69719a349,usr_00512,michael.kumar44@company.io,United States,2024-02-29,False,usd,bank_transfer
cus_a5ddfb0a0b774a,usr_00513,ella.wright39@digital.com,United States,2024-02-29,False,usd,bank_transfer
cus_d943d689bcdb4f,usr_00514,susan.kumar28@works.io,United States,2024-02-29,False,usd,bank_transfer
cus_060ca1c2624d45,usr_00516,oliver.wright73@outlook.com,United States,2024-03-01,False,usd,card
cus_e57326a1f15143,usr_00517,mason.white84@outlook.com,United States,2024-03-01,False,usd,card
cus_0f75aad5c8d24b,usr_00518,isabella.wang54@company.io,United States,2024-03-01,True,usd,bank_transfer
cus_3811c5d531f846,usr_00520,oliver.kumar35@labs.dev,United States,2024-03-01,False,usd,bank_transfer
cus_13a0db35157d4d,usr_00521,aaron.kim26@works.io,United States,2024-03-01,False,usd,card
cus_6ddf774db06149,usr_00523,hannah.white37@techcorp.com,United States,2024-03-02,False,usd,card
cus_59ca30f5b1f748,usr_00527,thomas.moore93@gmail.com,Germany,2024-03-02,False,usd,card
cus_ab4f80d5fab145,usr_00533,elizabeth.white53@labs.dev,United States,2024-03-02,False,usd,bank_transfer
cus_59113e47be5849,usr_00534,john.kumar41@outlook.com,France,2024-03-02,False,usd,card
cus_e46d479615684a,usr_00538,brian.green31@works.io,United States,2024-03-03,False,usd,bank_transfer
cus_8d10258915e341,usr_00542,adam.anderson9@works.io,United States,2024-03-03,False,usd,card
cus_14ac13e33e4941,usr_00543,logan.johnson81@yahoo.com,United States,2024-03-03,False,usd,card
cus_79458162e1324e,usr_00544,mary.adams41@techcorp.com,United States,2024-03-03,False,usd,bank_transfer
cus_9f47dcdfc92844,usr_00545,david.martin77@yahoo.com,Spain,2024-03-03,False,usd,card
cus_1f25a40f834640,usr_00553,joseph.white37@techcorp.com,United States,2024-03-04,False,usd,bank_transfer
cus_a8948c050ad748,usr_00554,mason.white94@techcorp.com,Canada,2024-03-04,True,usd,bank_transfer
cus_c492737445984c,usr_00555,isabella.taylor34@techcorp.com,United States,2024-03-04,False,usd,bank_transfer
cus_4ecec4b7b69442,usr_00556,aaron.martin88@digital.com,United States,2024-03-05,False,usd,bank_transfer
cus_fd81b6299b4a4f,usr_00558,richard.baker33@digital.com,United States,2024-03-05,False,usd,bank_transfer
cus_d12f5f16876a4a,usr_00560,elijah.reyes33@gmail.com,United States,2024-03-05,True,usd,card
cus_9884544f06244d,usr_00562,oliver.thomas65@yahoo.com,United States,2024-03-06,True,usd,bank_transfer
cus_2196fa243bd244,usr_00565,nathan.moore37@ventures.co,United States,2024-03-06,True,usd,card
cus_01f90439116e42,usr_00567,justin.taylor7@labs.dev,Italy,2024-03-06,False,usd,bank_transfer
cus_6a587d20dc1743,usr_00568,john.harris61@gmail.com,United States,2024-03-06,False,usd,bank_transfer
cus_9432765a193340,usr_00569,emily.roberts64@outlook.com,United States,2024-03-06,False,usd,card
cus_9f753132886146,usr_00570,noah.lee15@labs.dev,Netherlands,2024-03-06,False,usd,bank_transfer
cus_2b0bf8e3c1a44e,usr_00571,robert.white22@yahoo.com,United States,2024-03-06,False,usd,bank_transfer
cus_814763e7aeb242,usr_00573,joseph.kumar4@startup.ai,United States,2024-03-07,True,usd,card
cus_515a0bbeb8cd40,usr_00574,kevin.davis76@startup.ai,United States,2024-03-07,False,usd,bank_transfer
cus_5de2361b2f7140,usr_00575,barbara.johnson91@labs.dev,United States,2024-03-07,False,usd,card
cus_9a670e8f27164c,usr_00577,elijah.mitchell17@digital.com,United States,2024-03-07,False,usd,card
cus_1fc332fdbb1b48,usr_00578,grace.young96@gmail.com,United States,2024-03-07,False,usd,bank_transfer
cus_8d73c08aa9c446,usr_00579,elijah.baker33@ventures.co,United States,2024-03-07,False,usd,bank_transfer
cus_b5c24620c31141,usr_00583,jackson.jackson61@ventures.co,Netherlands,2024-03-07,False,usd,card
cus_4c82bc719a6f40,usr_00584,elijah.carter48@ventures.co,United States,2024-03-08,False,usd,bank_transfer
cus_e0ca51347ac640,usr_00589,john.lee66@gmail.com,United States,2024-03-08,False,usd,card
cus_960426e8e9434b,usr_00590,mason.miller33@digital.com,Spain,2024-03-08,False,usd,bank_transfer
cus_2cfa0dffbb1140,usr_00594,robert.reyes56@outlook.com,United States,2024-03-09,False,usd,card
cus_69d56f16a5894a,usr_00598,richard.davis4@company.io,United States,2024-03-09,False,usd,bank_transfer
cus_69fd1c606f134b,usr_00599,ryan.martin25@works.io,United States,2024-03-09,False,usd,bank_transfer
cus_523cf56f7c8945,usr_00600,justin.roberts55@labs.dev,United States,2024-03-10,False,usd,card
cus_2b2d6b0788e64a,usr_00604,charles.williams66@labs.dev,Netherlands,2024-03-10,True,usd,card
cus_5af8a20a38b34d,usr_00607,michael.kumar58@startup.ai,UAE,2024-03-10,False,usd,card
cus_54c22c95f4d448,usr_00608,charles.jackson30@labs.dev,France,2024-03-11,False,usd,card
cus_766bcc3bdead4a,usr_00612,mia.miller39@labs.dev,United States,2024-03-11,False,usd,card
cus_9df4b116214f4e,usr_00613,john.johnson46@techcorp.com,United States,2024-03-11,False,usd,card
cus_9d65b344a0134a,usr_00616,emma.scott35@works.io,United States,2024-03-11,False,usd,card
cus_66bf13a6ae1143,usr_00617,nathan.singh91@outlook.com,UAE,2024-03-11,False,usd,card
cus_5ed2310cba9842,usr_00622,adam.wilson57@company.io,United States,2024-03-11,False,usd,card
cus_9f9dba2d08fb4d,usr_00623,joseph.patel65@techcorp.com,United States,2024-03-11,False,usd,bank_transfer
cus_9b36abde80964b,usr_00624,noah.nelson20@company.io,United States,2024-03-12,False,usd,card
cus_985c293d1ee846,usr_00626,nathan.chen57@gmail.com,United States,2024-03-12,False,usd,card
cus_8788e9f9278445,usr_00631,natalie.taylor83@labs.dev,United States,2024-03-13,False,usd,card
cus_8c1d0919de664c,usr_00638,james.roberts96@company.io,United States,2024-03-13,False,usd,bank_transfer
cus_f74cadb7808b47,usr_00642,adam.nelson8@outlook.com,United States,2024-03-13,False,usd,card
cus_dca9d4b8f1314a,usr_00648,madison.anderson78@outlook.com,France,2024-03-14,False,usd,card
cus_5eb3e92340d845,usr_00649,linda.green67@gmail.com,Australia,2024-03-14,False,usd,bank_transfer
cus_0ff9d97a223f4f,usr_00651,william.nguyen40@gmail.com,United States,2024-03-14,True,usd,bank_transfer
cus_4870e64a7a1140,usr_00652,david.kumar71@outlook.com,United States,2024-03-14,False,usd,bank_transfer
cus_0646743594ae4f,usr_00657,tyler.mitchell22@outlook.com,United States,2024-03-15,False,usd,bank_transfer
cus_a9ddd441ebdb47,usr_00658,ryan.allen83@outlook.com,Spain,2024-03-15,False,usd,bank_transfer
cus_7687b3da44674c,usr_00659,richard.flores73@gmail.com,Sweden,2024-03-15,False,usd,card
cus_4d72d56acb8d45,usr_00660,justin.patel85@outlook.com,United Kingdom,2024-03-15,False,usd,card
cus_5978856e075e4f,usr_00663,liam.carter4@ventures.co,United States,2024-03-16,False,usd,card
cus_4bc20562ffc644,usr_00665,charles.taylor99@techcorp.com,United States,2024-03-16,False,usd,card
cus_35ba3ad678144b,usr_00666,mason.anderson42@digital.com,United States,2024-03-16,False,usd,bank_transfer
cus_fb05923a2a8c49,usr_00667,brian.brown13@ventures.co,United States,2024-03-16,False,usd,bank_transfer
cus_1d1b9773288243,usr_00668,mason.king16@ventures.co,United States,2024-03-16,False,usd,bank_transfer
cus_4f5ddc5cab0344,usr_00670,thomas.brown71@labs.dev,United States,2024-03-16,False,usd,card
cus_5ba241aac82e48,usr_00671,lucas.johnson3@company.io,United States,2024-03-16,False,usd,card
cus_f2db09ba10484c,usr_00673,oliver.nelson27@works.io,United Kingdom,2024-03-16,False,usd,card
cus_1fe7fa2d3f4b41,usr_00675,john.smith38@digital.com,Italy,2024-03-17,False,usd,bank_transfer
cus_f975388e09e544,usr_00679,sarah.carter65@digital.com,United States,2024-03-17,False,usd,bank_transfer
cus_48479b195bbc42,usr_00683,aiden.kumar11@works.io,United States,2024-03-18,False,usd,bank_transfer
cus_5d89aeaf492b47,usr_00686,james.harris88@techcorp.com,United States,2024-03-18,False,usd,bank_transfer
cus_506161167e8342,usr_00688,john.moore27@digital.com,Spain,2024-03-18,False,usd,bank_transfer
